X,Lagrange,Newton,Spline2,Spline3,Spline4,Spline7
0.604,6.266301281124599,6.266301281124598,-0.07053866666666664,-0.09596199822222196,-0.07692223149195043,0.03255132287158646
0.605,6.314185367348235,6.314185367348236,-0.07138999999999995,-0.09703939999999978,-0.07783696149999975,0.03252808539423235
0.606,6.361855746638435,6.361855746638432,-0.07224133333333327,-0.09811645155555537,-0.07875172031249367,0.03250190970964195
0.607,6.4093129225849585,6.40931292258496,-0.07309266666666658,-0.09919315288888864,-0.0796665076577282,0.03247280051237389
0.608,6.4565573979538575,6.456557397953856,-0.07394400000000001,-0.10026950399999979,-0.0805813232639998,0.032440762493199826
0.609,6.503589674688409,6.503589674688407,-0.07479533333333332,-0.10134550488888872,-0.0814961668596047,0.03240580033910867
0.61,6.550410253910143,6.5504102539101465,-0.07564666666666664,-0.10242115555555531,-0.08241103817283935,0.03236791873330702
0.611,6.59701963591984,6.597019635919838,-0.07649799999999995,-0.10349645599999968,-0.08332593693199974,0.032327122355222504
0.612,6.643418320198489,6.6434183201984895,-0.07734933333333327,-0.10457140622222205,-0.08424086286538246,0.032283415880502986
0.613,6.689606805408333,6.689606805408332,-0.07820066666666659,-0.10564600622222198,-0.08515581570128372,0.032236803981021245
0.614,6.735585589393799,6.735585589393801,-0.07905200000000001,-0.10672025599999968,-0.08607079516799976,0.03218729132487452
0.615,6.781355169182558,6.781355169182556,-0.07990333333333333,-0.10779415555555538,-0.08698580099382691,0.0321348825763873
0.616,6.826916040986455,6.826916040986453,-0.08075466666666664,-0.10886770488888864,-0.08790083290706152,0.032079582396113415
0.617,6.872268700202521,6.872268700202519,-0.08160599999999996,-0.10994090399999978,-0.08881589063599982,0.03202139544083715
0.618,6.917413641413984,6.917413641413978,-0.08245733333333327,-0.1110137528888887,-0.08973097390893803,0.03196032636357471
0.619,6.962351358391201,6.962351358391202,-0.08330866666666659,-0.1120862515555553,-0.0906460824541726,0.03189637981357751
0.62,7.007082344092706,7.007082344092704,-0.08416000000000001,-0.11315839999999977,-0.09156121599999978,0.031829560436332005
0.621,7.0516070906661605,7.051607090666157,-0.08501133333333333,-0.11423019822222202,-0.09247637427471589,0.03175987287356352
0.622,7.095926089449334,7.095926089449335,-0.08586266666666664,-0.11530164622222194,-0.09339155700661705,0.03168732176323619
0.623,7.140039830971109,7.140039830971101,-0.08671399999999996,-0.11637274399999975,-0.09430676392399984,0.031611911739555354
0.624,7.183948804952429,7.183948804952433,-0.08756533333333327,-0.11744349155555533,-0.09522199475516036,0.03153364743297027
0.625,7.227653500307349,7.227653500307352,-0.08841666666666659,-0.1185138888888887,-0.09613724922839484,0.03145253347017485
0.626,7.271154405143937,7.27115440514394,-0.08926800000000001,-0.11958393599999972,-0.09705252707199985,0.031368574474109345
0.627,7.3144520067652925,7.314452006765297,-0.09011933333333333,-0.12065363288888864,-0.0979678280142714,0.031281775063963235
0.628,7.357546791670539,7.357546791670535,-0.09097066666666664,-0.12172297955555533,-0.09888315178350604,0.031192139855174772
0.629,7.400439245555761,7.400439245555758,-0.09182199999999996,-0.12279197599999969,-0.09979849810799979,0.031099673459436317
0.63,7.44312985331501,7.4431298533150105,-0.09267333333333327,-0.12386062222222205,-0.1007138667160492,0.031004380484693006
0.631,7.485619099041304,7.485619099041304,-0.0935246666666667,-0.12492891822222196,-0.10162925733595041,0.030906265535145194
0.632,7.52790746602755,7.527907466027547,-0.09437600000000002,-0.12599686399999976,-0.10254466969599985,0.030805333211250896
0.633,7.5699954367675435,7.569995436767539,-0.09522733333333333,-0.12706445955555534,-0.10346010352449364,0.030701588109728006
0.634,7.611883492956943,7.611883492956946,-0.09607866666666665,-0.1281317048888887,-0.10437555854972824,0.030595034823554523
0.635,7.653572115494278,7.653572115494277,-0.09692999999999996,-0.12919859999999972,-0.10529103449999988,0.030485677941971434
0.636,7.695061784481834,7.695061784481834,-0.09778133333333328,-0.13026514488888874,-0.10620653110360478,0.030373522050484048
0.637,7.736352979226706,7.736352979226705,-0.0986326666666667,-0.13133133955555532,-0.1071220480888393,0.03025857173086488
0.638,7.777446178241743,7.777446178241745,-0.09948400000000002,-0.13239718399999978,-0.10803758518399986,0.03014083156115277
0.639,7.818341859246497,7.818341859246499,-0.10033533333333333,-0.13346267822222202,-0.1089531421173826,0.03002030611565798
0.64,7.859040499168215,7.859040499168217,-0.10118666666666665,-0.13452782222222204,-0.10986871861728376,0.029896999964961313
0.641,7.899542574142803,7.899542574142806,-0.10203799999999996,-0.13559261599999972,-0.11078431441199987,0.029770917675917663
0.642,7.939848559515788,7.939848559515789,-0.10288933333333328,-0.1366570595555554,-0.11169992922982697,0.02964206381165624
0.643,7.9799589298432725,7.979958929843279,-0.1037406666666667,-0.13772115288888864,-0.1126155627990616,0.029510442931584557
0.644,8.019874158892945,8.019874158892941,-0.10459200000000002,-0.13878489599999977,-0.11353121484799988,0.029376059591387116
0.645,8.059594719644977,8.059594719644975,-0.10544333333333333,-0.13984828888888867,-0.11444688510493817,0.029238918343030273
0.646,8.099121084293028,8.09912108429303,-0.10629466666666665,-0.14091133155555535,-0.11536257329817268,0.029099023734761365
0.647,8.13845372424522,8.138453724245215,-0.10714599999999996,-0.1419740239999997,-0.11627827915599986,0.02895638031111314
0.648,8.17759311012506,8.177593110125063,-0.10799733333333328,-0.14303636622222204,-0.11719400240671596,0.028810992612903097
0.649,8.216539711772427,8.21653971177243,-0.1088486666666667,-0.14409835822222206,-0.11810974277861719,0.02866286517723593
0.65,8.255293998244541,8.255293998244538,-0.10970000000000002,-0.14515999999999973,-0.1190254999999999,0.028512002537507075
0.651,8.293856437816872,8.293856437816874,-0.11055133333333333,-0.1462212915555554,-0.11994127379916031,0.02835840922340227
0.652,8.332227497984158,8.332227497984164,-0.11140266666666665,-0.14728223288888864,-0.12085706390439488,0.02820208976089955
0.653,8.37040764546133,8.370407645461334,-0.11225399999999996,-0.14834282399999976,-0.12177287004399984,0.028043048672272586
0.654,8.408397346184492,8.408397346184488,-0.11310533333333328,-0.14940306488888866,-0.12268869194627152,0.02788129047609067
0.655,8.446197065311807,8.446197065311809,-0.1139566666666667,-0.15046295555555533,-0.12360452933950594,0.027716819687221395
0.656,8.483807267224567,8.483807267224567,-0.11480800000000002,-0.15152249599999978,-0.12452038195199977,0.027549640816833088
0.657,8.521228415528045,8.521228415528043,-0.11565933333333334,-0.152581686222222,-0.12543624951204912,0.02737975837239459
0.658,8.5584609730525,8.558460973052496,-0.11651066666666665,-0.15364052622222202,-0.12635213174795035,0.027207176857678594
0.659,8.595505401854096,8.595505401854101,-0.11736199999999997,-0.1546990159999998,-0.12726802838799978,0.02703190077276363
0.66,8.63236216321591,8.632362163215909,-0.11821333333333328,-0.15575715555555536,-0.12818393916049364,0.026853934614034514
0.661,8.669031717648815,8.669031717648812,-0.11906466666666671,-0.1568149448888887,-0.12909986379372818,0.0266732828741848
0.662,8.705514524892447,8.70551452489245,-0.11991600000000002,-0.1578723839999998,-0.13001580201599983,0.026489950042219657
0.663,8.74181104391621,8.741811043916206,-0.12076733333333334,-0.1589294728888887,-0.1309317535556047,0.026303940603454312
0.664,8.777921732920131,8.777921732920136,-0.12161866666666665,-0.15998621155555537,-0.1318477181408393,0.026115259039520722
0.665,8.813847049335894,8.813847049335894,-0.12246999999999997,-0.1610425999999998,-0.13276369549999978,0.025923909828364677
0.666,8.849587449827714,8.849587449827713,-0.1233213333333334,-0.16209863822222204,-0.13367968536138253,0.025729897444250915
0.667,8.885143390293331,8.885143390293333,-0.12417266666666671,-0.16315432622222203,-0.13459568745328376,0.025533226357762007
0.668,8.920515325864937,8.92051532586494,-0.12502400000000002,-0.1642096639999998,-0.13551170150399983,0.025333901035802797
0.669,8.955703710910118,8.955703710910116,-0.12587533333333334,-0.16526465155555536,-0.13642772724182695,0.025131925941601296
0.67,8.990708999032803,8.990708999032801,-0.12672666666666665,-0.1663192888888887,-0.13734376439506157,0.0249273055347089
0.671,9.025531643074174,9.025531643074176,-0.12757799999999997,-0.1673735759999998,-0.13825981269199983,0.024720044271003938
0.672,9.060172095113678,9.060172095113677,-0.1284293333333334,-0.1684275128888887,-0.13917587186093805,0.02451014660269346
0.673,9.094630806469882,9.094630806469882,-0.1292806666666667,-0.16948109955555535,-0.1400919416301727,0.024297616978313452
0.674,9.128908227701476,9.128908227701476,-0.13013200000000003,-0.1705343359999999,-0.14100802172799975,0.02408245984273283
0.675,9.163004808608171,9.163004808608177,-0.13098333333333334,-0.171587222222222,-0.1419241118827158,0.023864679637152775
0.676,9.19692099823168,9.196920998231679,-0.13183466666666666,-0.172639758222222,-0.14284021182261708,0.02364428079910985
0.677,9.230657244856594,9.23065724485659,-0.13268599999999997,-0.17369194399999988,-0.1437563212759998,0.023421267762477993
0.678,9.264213996011346,9.26421399601135,-0.1335373333333334,-0.17474377955555542,-0.1446724399711603,0.023195644957470063
0.679,9.297591698469189,9.297591698469194,-0.1343886666666667,-0.17579526488888864,-0.14558856763639483,0.02296741681063852
0.68,9.33079079824908,9.330790798249076,-0.13524000000000003,-0.17684639999999985,-0.14650470399999982,0.022736587744878745
0.681,9.363811740616576,9.363811740616578,-0.13609133333333334,-0.17789718488888873,-0.1474208487902714,0.02250316217943016
0.682,9.39665497008488,9.396654970084882,-0.13694266666666666,-0.17894761955555538,-0.148337001735506,0.02226714452987777
0.683,9.429320930415663,9.42932093041567,-0.13779399999999997,-0.17999770399999981,-0.14925316256399979,0.022028539208153286
0.684,9.461810064620057,9.461810064620055,-0.1386453333333334,-0.18104743822222202,-0.15016933100404917,0.021787350622538892
0.685,9.494122814959542,9.49412281495954,-0.1394966666666667,-0.182096822222222,-0.15108550678395039,0.02154358317766747
0.686,9.526259622946936,9.526259622946936,-0.14034800000000003,-0.18314585599999988,-0.15200168963199978,0.02129724127452437
0.687,9.558220929347238,9.558220929347236,-0.14119933333333334,-0.18419453955555543,-0.1529178792764937,0.021048329310449643
0.688,9.59000717417863,9.59000717417863,-0.14205066666666655,-0.18524287288888863,-0.15383407544572814,0.02079685167913914
0.689,9.62161879671338,9.621618796713378,-0.14290199999999997,-0.18629085599999962,-0.15475027786799966,0.020542812770647623
0.69,9.653056235478733,9.653056235478742,-0.1437533333333333,-0.1873384888888886,-0.15566648627160462,0.020286216971389215
0.691,9.684319928257896,9.684319928257896,-0.1446046666666666,-0.18838577155555525,-0.15658270038483924,0.02002706866413939
0.692,9.715410312090905,9.715410312090897,-0.14545599999999992,-0.18943270399999967,-0.15749891993599974,0.01976537222803698
0.693,9.746327823275575,9.746327823275573,-0.14630733333333323,-0.190479286222222,-0.15841514465338247,0.01950113203858661
0.694,9.777072897368424,9.77707289736843,-0.14715866666666655,-0.19152551822222186,-0.15933137426528365,0.0192343524676587
0.695,9.807645969185598,9.807645969185602,-0.14800999999999997,-0.19257139999999962,-0.16024760849999975,0.018965037883492353
0.696,9.838047472803783,9.838047472803778,-0.1488613333333333,-0.19361693155555526,-0.16116384708582687,0.018693192650697354
0.697,9.868277841561078,9.868277841561085,-0.1497126666666666,-0.19466211288888857,-0.16208008975106147,0.018418821130255947
0.698,9.898337508058018,9.898337508058024,-0.15056399999999992,-0.19570694399999966,-0.16299633622399967,0.018141927679523273
0.699,9.928226904158414,9.928226904158418,-0.15141533333333324,-0.19675142488888864,-0.16391258623293803,0.017862516652230043
0.7,9.957946460990263,9.957946460990264,-0.15226666666666655,-0.19779555555555528,-0.16482883950617255,0.017580592398484973
0.701,9.987496608946717,9.987496608946714,-0.15311799999999998,-0.1988393359999997,-0.1657450957719997,0.0172961592647759
0.702,10.016877777686961,10.016877777686954,-0.1539693333333333,-0.1998827662222219,-0.1666613547587158,0.01700922159397067
0.703,10.046090396137124,10.046090396137128,-0.1548206666666666,-0.20092584622222187,-0.16757761619461697,0.016719783725320236
0.704,10.075134892491223,10.075134892491228,-0.15567199999999992,-0.20196857599999962,-0.1684938798079998,0.016427849994459565
0.705,10.104011694212058,10.104011694212055,-0.15652333333333324,-0.20301095555555526,-0.16941014532716026,0.01613342473340984
0.706,10.132721228032114,10.13272122803211,-0.15737466666666655,-0.20405298488888857,-0.17032641248039482,0.01583651227058025
0.707,10.161263919954457,10.161263919954452,-0.15822599999999998,-0.20509466399999965,-0.1712426809959997,0.01553711693076909
0.708,10.189640195253707,10.189640195253707,-0.1590773333333333,-0.20613599288888862,-0.17215895060227138,0.015235243035166213
0.709,10.217850478476901,10.217850478476901,-0.1599286666666666,-0.20717697155555526,-0.17307522102750594,0.014930894901354352
0.71,10.245895193444374,10.245895193444383,-0.16077999999999992,-0.20821759999999967,-0.17399149199999975,0.014624076843311129
0.711,10.273774763250762,10.27377476325076,-0.16163133333333324,-0.20925787822222197,-0.17490776324804913,0.014314793171410822
0.712,10.301489610265781,10.301489610265783,-0.16248266666666666,-0.21029780622222194,-0.17582403449995032,0.01400304819242637
0.713,10.329040156135227,10.32904015613523,-0.16333399999999998,-0.21133738399999968,-0.17674030548399977,0.013688846209529149
0.714,10.356426821781858,10.356426821781856,-0.1641853333333333,-0.21237661155555532,-0.1776565759284936,0.013372191522294075
0.715,10.383650027406308,10.383650027406304,-0.1650366666666666,-0.21341548888888862,-0.17857284556172814,0.0130530884266985
0.716,10.410710192487914,10.410710192487919,-0.16588799999999992,-0.2144540159999997,-0.17948911411199975,0.012731541215125541
0.717,10.437607735785752,10.437607735785758,-0.16673933333333324,-0.21549219288888866,-0.18040538130760475,0.012407554176365854
0.718,10.46434307533943,10.464343075339432,-0.16759066666666667,-0.2165300195555553,-0.18132164687683927,0.012081131595616301
0.719,10.490916628470027,10.490916628470027,-0.16844199999999998,-0.2175674959999998,-0.18223791054799976,0.011752277754487728
0.72,10.517328811780983,10.517328811780985,-0.1692933333333333,-0.218604622222222,-0.18315417204938245,0.011420996931001182
0.721,10.54358004115902,10.543580041159021,-0.1701446666666666,-0.21964139822222195,-0.18407043110928356,0.011087293399591469
0.722,10.569670731775044,10.569670731775044,-0.17099599999999993,-0.2206778239999998,-0.18498668745599967,0.010751171431110262
0.723,10.595601298084963,10.595601298084967,-0.17184733333333324,-0.22171389955555532,-0.18590294081782677,0.010412635292825434
0.724,10.62137215383072,10.621372153830722,-0.17269866666666667,-0.2227496248888886,-0.18681919092306143,0.010071689248425275
0.725,10.646983712041061,10.64698371204106,-0.17354999999999998,-0.2237849999999998,-0.18773543749999966,0.009728337558017608
0.726,10.6724363850325,10.672436385032501,-0.1744013333333333,-0.22482002488888864,-0.1886516802769379,0.009382584478134892
0.727,10.69773058441019,10.697730584410191,-0.1752526666666666,-0.22585469955555526,-0.1895679189821725,0.009034434261731783
0.728,10.722866721068852,10.722866721068854,-0.17610399999999993,-0.22688902399999977,-0.1904841533439997,0.008683891158190238
0.729,10.747845205193595,10.747845205193592,-0.17695533333333324,-0.22792299822222195,-0.19140038309071572,0.008330959413320183
0.73,10.772666446260859,10.77266644626086,-0.17780666666666667,-0.2289566222222219,-0.192316607950617,0.0079756432693604
0.731,10.797330853039334,10.797330853039337,-0.17865799999999998,-0.22998989599999975,-0.19323282765199967,0.007617946964982081
0.732,10.821838833590757,10.821838833590768,-0.1795093333333333,-0.23102281955555526,-0.19414904192316018,0.007257874735288383
0.733,10.846190795270923,10.846190795270918,-0.1803606666666666,-0.23205539288888855,-0.19506525049239476,0.006895430811818204
0.734,10.870387144730422,10.870387144730426,-0.18121199999999993,-0.23308761599999983,-0.19598145308799975,0.00653061942254729
